months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_year,fraud_reported
425,53,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,17,3,?,1,2,?,Saab,2005,N
285,44,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,3,1,YES,1,0,?,Honda,2010,N
192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,10,3,?,0,2,NO,Jeep,2010,N
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,9,1,NO,1,2,YES,Nissan,2012,N
98,26,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,13,2,?,0,1,YES,Jeep,2001,N
175,36,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,15,3,YES,2,1,YES,Accura,2006,Y
259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,23,1,?,1,1,NO,Honda,2011,N
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,2,4,YES,0,2,YES,Honda,1998,N
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,14,1,YES,2,0,?,Mercedes,1997,Y
186,38,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,None,NY,7,1,?,1,1,YES,Honda,1999,N
229,41,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,23,1,NO,1,3,NO,Mercedes,2009,N
180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,7,3,YES,2,1,?,Toyota,1998,N
188,33,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,8,3,YES,1,0,?,Dodge,1995,Y
214,40,OH,100/300,1000,1648.0,0,MALE,JD,transport-moving,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,17,1,NO,1,0,YES,Accura,2000,N
178,38,IL,250/500,500,1381.14,0,FEMALE,College,other-service,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,10,3,NO,0,3,NO,BMW,2011,N
55,35,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,wife,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,WV,9,1,NO,0,3,NO,Nissan,1998,N
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,2,1,YES,1,0,YES,Accura,2007,N
135,30,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,18,3,NO,0,1,NO,Honda,2003,N
277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,husband,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,VA,4,1,?,2,3,NO,Jeep,2010,N
211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,12,1,?,0,3,YES,BMW,2005,Y
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,15,1,YES,1,3,YES,Dodge,2008,Y
84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,other-relative,0,-15900,2015-01-15,Vehicle Theft,?,Trivial Damage,Police,VA,9,1,YES,1,3,?,Audi,1998,N
136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,6,1,YES,0,0,NO,Toyota,2008,Y
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,unmarried,11000,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,11,4,YES,0,2,NO,Saab,1996,Y
123,34,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,husband,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,13,3,NO,1,1,?,Nissan,2000,N
243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,4,3,?,2,1,YES,Honda,1996,N
36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,husband,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,20,3,YES,1,3,?,Dodge,2008,N
146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,0,3,NO,1,3,?,Toyota,2010,N
154,34,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,husband,53100,-43900,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,18,4,?,2,3,YES,Toyota,2005,Y
204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,other-relative,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,6,1,?,1,0,?,Honda,2003,N
458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,wife,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,23,1,?,2,2,YES,Jeep,1995,N
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,own-child,51900,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,4,1,?,0,0,?,Toyota,2013,Y
279,45,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,unmarried,61100,-30700,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,21,3,?,1,0,?,Dodge,2011,Y
308,47,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,own-child,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,None,NY,7,1,?,1,1,YES,Suburu,2002,N
284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,husband,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,19,3,?,0,0,?,Volkswagen,1998,N
108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,own-child,52800,-54300,2015-01-13,Parked Car,?,Minor Damage,None,SC,5,1,NO,1,3,NO,Volkswagen,1998,N
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,own-child,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,22,3,YES,0,0,NO,Audi,2015,N
266,42,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,own-child,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,12,1,YES,1,3,YES,Jeep,2005,N
412,56,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,own-child,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,19,3,NO,0,2,NO,Suburu,1997,N
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,wife,46800,-87300,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,10,1,?,2,0,?,Audi,1997,Y
465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,own-child,0,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,7,1,NO,0,3,?,Suburu,2015,N
126,31,OH,250/500,1000,1328.26,0,MALE,Masters,sales,not-in-family,42300,-45800,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,17,1,NO,1,1,NO,Suburu,2011,N
407,55,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,wife,0,-57700,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,0,3,?,2,3,YES,Ford,2010,N
101,27,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,unmarried,30800,-43700,2015-01-13,Parked Car,?,Minor Damage,None,SC,9,1,NO,1,0,NO,Toyota,2001,N
187,37,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,not-in-family,60100,0,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,21,1,?,0,3,?,Nissan,2000,N
252,46,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,own-child,0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,22,3,NO,0,2,NO,Audi,2014,N
229,43,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,not-in-family,42600,-44400,2015-02-26,Vehicle Theft,?,Minor Damage,None,WV,3,1,NO,1,0,YES,Volkswagen,2012,N
246,39,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,other-relative,0,-36600,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,16,1,YES,0,3,?,Honda,2004,N
190,38,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,unmarried,61900,-50000,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,14,1,YES,0,0,NO,Nissan,2013,N
95,32,IN,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,not-in-family,67800,-48600,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,21,3,YES,0,3,YES,Toyota,2003,N
205,42,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,other-relative,0,0,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,19,1,NO,2,1,NO,Chevrolet,1995,N
41,25,OH,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,wife,35400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,13,3,NO,1,3,NO,Dodge,1995,N
137,35,OH,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,husband,0,-45300,2015-02-04,Vehicle Theft,?,Minor Damage,Police,VA,21,1,NO,0,0,YES,Saab,2008,N
194,34,IL,100/300,500,1429.96,0,FEMALE,JD,protective-serv,husband,67800,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,11,3,NO,1,2,YES,Toyota,2005,N
128,35,IN,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,husband,0,-48800,2015-01-02,Vehicle Theft,?,Trivial Damage,Police,VA,16,1,?,2,0,?,Accura,2012,N
150,37,OH,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,unmarried,30400,-89400,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,9,1,NO,0,2,?,Chevrolet,2013,N
104,30,OH,100/300,500,1052.85,0,FEMALE,MD,protective-serv,other-relative,0,-70100,2015-02-09,Vehicle Theft,?,Minor Damage,Police,WV,8,1,NO,0,0,YES,BMW,2006,N
163,37,IN,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,own-child,0,-36400,2015-02-06,Vehicle Theft,?,Minor Damage,Police,WV,7,1,?,2,1,YES,Volkswagen,2008,Y
80,26,IL,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,other-relative,64600,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,12,1,?,0,0,NO,BMW,1995,N
65,29,OH,250/500,2000,1441.6,5000000,FEMALE,MD,sales,own-child,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,21,3,YES,0,0,?,Jeep,1998,N
179,32,OH,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,own-child,53800,0,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,4,1,YES,1,2,NO,Nissan,2014,Y
372,50,OH,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,other-relative,0,0,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,18,3,NO,2,2,YES,Accura,2003,N
398,55,OH,250/500,500,862.19,0,MALE,High School,adm-clerical,unmarried,69400,0,2015-02-23,Vehicle Theft,?,Trivial Damage,Police,SC,7,1,?,2,3,?,Accura,2012,N
213,35,OH,250/500,500,871.46,0,MALE,MD,tech-support,husband,58500,-77700,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,13,1,YES,2,0,YES,Ford,2007,N
79,25,OH,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,not-in-family,53400,-35200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,0,1,NO,2,1,?,Mercedes,1995,N
232,44,OH,250/500,2000,1181.64,0,MALE,College,other-service,wife,25800,0,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,22,1,?,1,1,YES,Jeep,2002,Y
230,37,IL,500/1000,1000,1060.74,0,MALE,PhD,tech-support,own-child,0,-51500,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,15,1,YES,2,3,?,Suburu,1996,Y
234,41,IN,100/300,500,951.56,0,FEMALE,JD,transport-moving,wife,59400,-78600,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,3,3,NO,2,1,?,Chevrolet,2007,Y
240,40,IN,100/300,500,1533.71,9000000,FEMALE,JD,protective-serv,own-child,0,-70900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,18,2,YES,0,2,?,Ford,2008,N
143,33,OH,500/1000,1000,1200.09,0,FEMALE,Associate,craft-repair,unmarried,38400,-5700,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,17,3,?,2,2,?,Accura,2002,N
266,42,IN,100/300,500,1093.83,4000000,MALE,Associate,adm-clerical,other-relative,0,-49600,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,18,3,?,1,1,NO,Suburu,2015,Y
89,32,IN,250/500,1000,988.93,0,FEMALE,High School,craft-repair,unmarried,27600,0,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,11,1,?,2,3,YES,Dodge,1999,N
229,37,IN,500/1000,1000,1331.94,0,FEMALE,Masters,farming-fishing,not-in-family,0,-55400,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,17,1,NO,0,2,YES,Saab,2004,N
245,40,IL,500/1000,1000,1361.45,0,MALE,PhD,handlers-cleaners,unmarried,39300,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,12,1,YES,0,2,YES,Suburu,1999,N
50,44,OH,250/500,2000,1188.51,0,MALE,College,handlers-cleaners,unmarried,0,-65800,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,15,3,?,1,2,NO,Dodge,2008,N
230,43,IN,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,other-relative,28900,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,0,3,?,0,3,YES,BMW,2011,Y
17,39,IL,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,unmarried,32500,-80800,2015-02-26,Parked Car,?,Trivial Damage,Police,SC,9,1,?,2,1,?,Suburu,2002,N
163,36,IN,250/500,1000,1503.21,0,MALE,MD,other-service,husband,55700,-49900,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,1,1,YES,2,1,NO,Toyota,2013,N
29,32,OH,100/300,1000,1722.5,0,MALE,High School,other-service,wife,0,-21500,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,22,1,?,0,2,?,Jeep,1995,N
232,42,IN,100/300,500,944.03,0,MALE,College,handlers-cleaners,not-in-family,0,-58400,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,11,1,YES,2,3,?,Toyota,2015,Y
235,39,IL,500/1000,2000,1453.61,4000000,MALE,JD,craft-repair,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,10,1,?,0,3,?,Chevrolet,2012,Y
295,46,IN,100/300,500,1672.88,0,FEMALE,High School,armed-forces,wife,0,0,2015-02-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,5,1,YES,1,1,NO,Honda,1997,N
22,21,IN,250/500,1000,1248.05,0,FEMALE,High School,exec-managerial,husband,37500,-54000,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,3,3,YES,1,2,?,Chevrolet,2015,N
286,43,IL,100/300,500,1564.43,3000000,FEMALE,MD,prof-specialty,unmarried,77500,-32800,2015-01-31,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,18,1,?,2,2,YES,Jeep,2013,N
257,44,OH,100/300,1000,1280.88,0,MALE,MD,other-service,other-relative,59400,-32200,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,21,1,NO,0,1,NO,Accura,2002,N
94,26,IN,100/300,500,722.66,0,MALE,MD,exec-managerial,husband,50300,0,2015-01-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,6,3,YES,1,2,YES,Nissan,2010,N
124,28,OH,250/500,1000,1235.14,0,MALE,MD,exec-managerial,husband,0,-32100,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,20,3,?,0,1,?,Volkswagen,2012,N
141,30,IN,500/1000,1000,1347.04,0,MALE,High School,sales,own-child,0,-82100,2015-01-22,Parked Car,?,Minor Damage,None,SC,6,1,?,1,2,YES,Honda,1996,N
3,38,OH,500/1000,1000,1310.8,0,FEMALE,Masters,craft-repair,unmarried,0,0,2015-02-22,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,20,1,YES,0,1,?,Honda,2006,N
285,41,IL,100/300,1000,1436.79,0,FEMALE,PhD,prof-specialty,wife,70900,0,2015-01-24,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,23,1,YES,2,3,?,Volkswagen,2015,N
130,34,OH,250/500,500,1383.49,3000000,FEMALE,Masters,armed-forces,other-relative,35100,0,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,4,3,?,2,3,YES,Suburu,1996,N
458,62,IL,500/1000,2000,1356.92,5000000,MALE,Associate,handlers-cleaners,wife,0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,2,1,?,0,1,YES,Audi,1998,N
456,60,OH,250/500,1000,766.19,0,FEMALE,Associate,sales,husband,0,0,2015-02-26,Parked Car,?,Minor Damage,Police,WV,6,1,?,0,3,?,Mercedes,2007,N
